 	dT	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)	T (12)	Base X (12)	Base Y (12)	Tip X (12)	Tip Y (12)	||[body,base]|| (12)	||[base,tip]||  (12)	||[base,tip]|| : [body,base] (12)	[base,tip] ? [body,base] (12)	?||[base,tip]|| : [body,base] (12)	||[tip(t-1),tip(t)]|| : [base,tip] (12)	||[base(t-1),base(t)]|| : [base,tip] (12)	T (13)	Base X (13)	Base Y (13)	Tip X (13)	Tip Y (13)	||[body,base]|| (13)	||[base,tip]||  (13)	||[base,tip]|| : [body,base] (13)	[base,tip] ? [body,base] (13)	?||[base,tip]|| : [body,base] (13)	||[tip(t-1),tip(t)]|| : [base,tip] (13)	||[base(t-1),base(t)]|| : [base,tip] (13)	T (14)	Base X (14)	Base Y (14)	Tip X (14)	Tip Y (14)	||[body,base]|| (14)	||[base,tip]||  (14)	||[base,tip]|| : [body,base] (14)	[base,tip] ? [body,base] (14)	?||[base,tip]|| : [body,base] (14)	||[tip(t-1),tip(t)]|| : [base,tip] (14)	||[base(t-1),base(t)]|| : [base,tip] (14)	T (15)	Base X (15)	Base Y (15)	Tip X (15)	Tip Y (15)	||[body,base]|| (15)	||[base,tip]||  (15)	||[base,tip]|| : [body,base] (15)	[base,tip] ? [body,base] (15)	?||[base,tip]|| : [body,base] (15)	||[tip(t-1),tip(t)]|| : [base,tip] (15)	||[base(t-1),base(t)]|| : [base,tip] (15)	T (16)	Base X (16)	Base Y (16)	Tip X (16)	Tip Y (16)	||[body,base]|| (16)	||[base,tip]||  (16)	||[base,tip]|| : [body,base] (16)	[base,tip] ? [body,base] (16)	?||[base,tip]|| : [body,base] (16)	||[tip(t-1),tip(t)]|| : [base,tip] (16)	||[base(t-1),base(t)]|| : [base,tip] (16)	T (17)	Base X (17)	Base Y (17)	Tip X (17)	Tip Y (17)	||[body,base]|| (17)	||[base,tip]||  (17)	||[base,tip]|| : [body,base] (17)	[base,tip] ? [body,base] (17)	?||[base,tip]|| : [body,base] (17)	||[tip(t-1),tip(t)]|| : [base,tip] (17)	||[base(t-1),base(t)]|| : [base,tip] (17)	T (18)	Base X (18)	Base Y (18)	Tip X (18)	Tip Y (18)	||[body,base]|| (18)	||[base,tip]||  (18)	||[base,tip]|| : [body,base] (18)	[base,tip] ? [body,base] (18)	?||[base,tip]|| : [body,base] (18)	||[tip(t-1),tip(t)]|| : [base,tip] (18)	||[base(t-1),base(t)]|| : [base,tip] (18)	T (19)	Base X (19)	Base Y (19)	Tip X (19)	Tip Y (19)	||[body,base]|| (19)	||[base,tip]||  (19)	||[base,tip]|| : [body,base] (19)	[base,tip] ? [body,base] (19)	?||[base,tip]|| : [body,base] (19)	||[tip(t-1),tip(t)]|| : [base,tip] (19)	||[base(t-1),base(t)]|| : [base,tip] (19)	T (20)	Base X (20)	Base Y (20)	Tip X (20)	Tip Y (20)	||[body,base]|| (20)	||[base,tip]||  (20)	||[base,tip]|| : [body,base] (20)	[base,tip] ? [body,base] (20)	?||[base,tip]|| : [body,base] (20)	||[tip(t-1),tip(t)]|| : [base,tip] (20)	||[base(t-1),base(t)]|| : [base,tip] (20)
51	50.000	51.000	23.010	14.885	21.580	12.090	4.447	3.140	2.115	9.405	-0.303	NaN	-0.203	51.000	14.040	14.755	7.020	13.715	13.324	7.097	7.088	94.437	1.103	-0.010	-1.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	30.550	17.355	31.785	19.955	3.500	2.878	2.112	7.394	0.473	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	27.690	21.775	27.885	24.765	5.733	2.996	2.996	17.179	0.082	NaN	-0.065	51.000	28.730	21.190	30.290	25.350	5.330	4.443	4.426	23.592	-0.098	NaN	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	25.545	24.245	23.985	26.845	8.376	3.032	2.869	24.032	0.447	0.056	-0.346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	17.225	18.655	11.310	19.955	10.405	6.056	6.052	62.974	-0.061	0.063	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	24.700	20.735	17.290	27.170	6.809	9.814	8.638	58.812	-0.189	-0.049	-0.092	96.000	25.675	22.295	21.515	29.705	8.010	8.498	8.236	65.969	0.088	-0.202	-0.290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	22.100	20.995	15.145	23.855	6.743	7.520	4.808	32.418	0.072	0.025	0.230
52	51.000	52.000	23.075	14.820	21.645	12.090	3.844	3.082	2.231	8.577	0.116	-0.030	0.027	52.000	12.870	14.560	7.085	13.715	13.925	5.846	5.842	81.357	-1.246	-0.064	1.186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	30.615	17.485	31.850	19.955	4.154	2.762	2.010	8.349	-0.102	0.029	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	27.625	21.970	27.885	24.830	5.985	2.872	2.866	17.154	-0.130	0.065	0.188	52.000	28.665	20.995	30.355	25.350	5.311	4.671	4.671	24.809	0.245	0.024	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	25.545	24.310	23.985	26.780	8.338	2.921	2.664	22.215	-0.205	-0.055	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	17.095	18.720	10.985	19.955	10.524	6.234	6.193	65.175	0.141	0.319	0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	24.700	20.735	17.290	27.170	6.990	9.814	8.818	61.639	0.180	NaN	NaN	97.000	25.740	22.230	21.645	29.510	7.802	8.353	7.907	61.693	-0.329	-0.234	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	22.945	20.540	15.275	23.790	5.686	8.330	4.598	26.144	-0.210	-0.145	-0.956
53	52.000	53.000	22.945	14.560	21.645	12.155	4.604	2.734	2.010	9.257	-0.221	-0.057	0.291	53.000	14.040	14.755	7.020	13.715	13.324	7.097	7.088	94.437	1.246	0.064	-1.186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	30.680	17.550	31.785	19.955	3.696	2.647	1.983	7.330	-0.026	-0.027	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	27.560	21.710	27.885	24.830	5.661	3.137	3.132	17.728	0.265	NaN	-0.265	53.000	28.600	20.865	30.160	25.220	4.983	4.626	4.611	22.976	-0.060	-0.188	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	25.675	24.180	24.050	26.780	8.286	3.066	2.868	23.766	0.204	-0.034	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	17.290	18.655	10.790	19.955	9.707	6.629	6.546	63.544	0.353	0.191	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	24.700	20.800	17.355	27.170	6.977	9.722	8.603	60.025	-0.215	-0.049	0.043	98.000	25.675	22.230	21.710	29.380	7.740	8.176	6.552	50.717	-1.355	-0.145	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	22.685	20.735	15.405	23.790	6.997	7.895	6.690	46.813	2.092	-0.120	0.315
54	53.000	54.000	23.075	14.820	21.645	12.155	4.215	3.024	2.148	9.054	0.138	NaN	-0.291	54.000	13.715	14.690	7.085	13.715	13.459	6.701	6.695	90.107	-0.393	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	30.615	17.420	31.785	20.020	3.766	2.851	2.033	7.656	0.049	0.059	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	27.560	21.775	27.885	24.700	5.738	2.943	2.942	16.879	-0.190	-0.129	0.065	54.000	29.120	21.385	29.640	24.700	5.698	3.356	3.285	18.717	-1.326	-0.594	0.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	25.740	23.985	23.985	26.780	8.047	3.300	3.052	24.560	0.184	0.035	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	17.745	18.525	10.595	19.955	9.670	7.292	7.190	69.527	0.644	0.191	-0.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	24.700	20.735	17.485	26.975	6.918	9.539	8.823	61.043	0.220	-0.226	-0.043	99.000	25.675	22.295	21.775	29.315	7.796	8.031	6.477	50.497	-0.075	-0.088	0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	22.815	20.735	15.275	23.790	6.522	8.135	6.406	41.781	-0.285	0.120	-0.120
55	54.000	55.000	23.010	14.495	21.580	12.155	4.565	2.742	2.144	9.785	-0.005	0.034	0.311	55.000	14.040	14.755	7.085	13.715	13.324	7.032	7.023	93.575	0.329	NaN	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	30.615	17.225	31.785	20.085	3.515	3.090	2.055	7.225	0.022	0.060	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	27.560	21.840	27.950	24.765	5.791	2.951	2.940	17.023	-0.002	0.073	0.064	55.000	28.730	20.800	29.510	23.335	4.956	2.652	2.652	13.144	-0.632	-1.343	-0.674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	25.870	23.660	23.920	26.845	7.738	3.735	3.490	27.010	0.438	0.089	-0.345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	17.940	18.460	10.270	19.955	9.624	7.814	7.716	74.254	0.525	0.319	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	24.765	20.735	17.420	27.040	6.664	9.680	8.483	56.531	-0.341	0.092	-0.049	100.000	25.675	22.295	21.775	29.250	7.615	7.974	7.667	58.381	1.189	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	22.815	20.670	15.145	23.855	6.395	8.305	6.279	40.154	-0.127	0.145	-0.025
56	55.000	56.000	23.075	14.560	21.580	12.090	4.131	2.887	2.002	8.273	-0.141	0.056	-0.089	56.000	13.715	14.690	7.085	13.715	13.413	6.701	6.675	89.536	-0.348	NaN	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	30.550	17.355	31.850	20.085	3.927	3.024	2.451	9.625	0.396	0.028	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	27.625	21.970	27.950	24.765	6.521	2.814	2.812	18.337	-0.128	NaN	0.137	56.000	28.665	20.735	29.380	22.880	5.491	2.261	2.260	12.409	-0.392	-0.473	-0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	26.000	23.465	23.985	26.780	8.071	3.879	3.560	28.730	0.069	-0.089	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	18.135	18.460	10.140	19.955	9.161	8.134	7.983	73.131	0.267	0.128	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	24.700	20.670	17.355	27.105	6.831	9.765	9.040	61.757	0.558	0.092	0.006	101.000	25.740	22.295	21.775	29.250	7.471	8.006	6.113	45.672	-1.553	NaN	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	22.750	20.800	15.145	23.985	6.822	8.245	6.644	45.326	0.365	0.050	0.110
57	56.000	57.000	23.075	14.690	21.645	12.090	3.366	2.967	1.860	6.261	-0.142	-0.031	-0.114	57.000	12.285	14.430	7.020	13.715	14.130	5.313	5.298	74.867	-1.377	0.064	1.452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	30.615	17.485	31.850	20.150	4.768	2.937	2.330	11.108	-0.121	0.059	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	27.560	21.840	27.885	24.765	6.668	2.943	2.937	19.583	0.125	-0.007	-0.136	57.000	28.730	20.865	29.380	22.815	6.060	2.055	2.050	12.422	-0.210	-0.062	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	26.195	23.010	23.985	26.780	7.737	4.370	3.824	29.592	0.265	NaN	-0.491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	18.135	18.395	10.140	20.020	9.236	8.158	8.055	74.398	0.073	0.013	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	24.700	20.670	17.290	27.170	6.948	9.857	9.174	63.738	0.133	0.092	NaN	102.000	25.740	22.165	21.775	29.250	7.272	8.119	6.533	47.510	0.420	NaN	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	22.555	20.865	15.080	24.115	7.124	8.151	6.713	47.827	0.069	0.111	0.205
58	57.000	58.000	23.075	14.690	21.580	12.090	3.725	2.999	1.759	6.553	-0.101	0.032	NaN	58.000	13.000	14.560	7.020	13.715	13.790	6.039	6.008	82.844	0.709	NaN	-0.726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	30.615	17.290	31.785	20.085	4.426	3.030	2.409	10.664	0.080	-0.085	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	27.690	22.360	27.885	24.765	7.337	2.413	2.411	17.686	-0.526	NaN	0.529	58.000	28.665	20.865	29.315	22.815	6.084	2.055	2.055	12.506	0.006	-0.021	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	26.195	22.620	23.985	26.780	7.563	4.711	4.318	32.659	0.494	NaN	-0.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	18.330	18.265	10.010	19.890	9.091	8.477	8.362	76.020	0.307	0.103	-0.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	24.635	20.670	17.225	27.365	6.719	9.987	9.171	61.617	-0.003	0.179	0.048	103.000	25.610	22.360	21.775	29.250	7.538	7.885	6.336	47.764	-0.197	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	22.490	20.930	14.950	24.115	8.151	8.185	7.378	60.139	0.665	0.120	0.085
59	58.000	59.000	22.945	14.690	21.645	12.155	4.056	2.849	1.576	6.392	-0.183	-0.087	0.059	59.000	13.390	14.625	7.085	13.715	13.595	6.370	6.335	86.127	0.328	-0.064	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	30.550	17.290	31.785	20.150	4.169	3.115	2.530	10.550	0.121	0.060	-0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	27.625	22.230	27.885	24.700	7.115	2.484	2.483	17.669	0.073	-0.065	-0.136	59.000	28.600	20.735	29.380	22.815	5.821	2.221	2.215	12.895	0.160	0.023	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	26.260	22.750	23.985	26.845	7.639	4.685	4.290	32.769	-0.029	0.057	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	18.460	18.265	9.880	19.890	8.788	8.733	8.586	75.446	0.224	0.128	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	24.635	20.670	17.225	27.300	6.990	9.943	9.454	66.087	0.284	-0.043	NaN	104.000	25.545	22.425	21.775	29.250	7.651	7.797	6.085	46.560	-0.251	NaN	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	22.360	20.930	14.820	24.180	7.518	8.211	6.833	51.368	-0.546	0.145	0.119
60	59.000	60.000	22.750	14.690	21.645	12.155	3.919	2.765	1.352	5.298	-0.224	NaN	0.078	60.000	12.805	14.560	7.150	13.715	13.855	5.718	5.683	78.733	-0.652	-0.064	0.588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	30.615	17.290	31.785	20.085	4.539	3.030	2.383	10.816	-0.148	-0.060	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	27.625	21.840	27.820	24.700	6.830	2.867	2.859	19.524	0.375	-0.004	-0.389	60.000	28.600	20.800	29.445	22.815	6.043	2.185	2.180	13.174	-0.035	0.025	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	26.260	22.230	23.985	26.780	7.161	5.087	4.667	33.420	0.377	-0.058	-0.465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	18.330	18.265	9.945	19.890	9.065	8.541	8.373	75.906	-0.212	-0.064	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	24.700	20.670	17.290	27.170	6.833	9.857	9.205	62.893	-0.250	-0.135	-0.049	105.000	25.545	22.685	21.775	29.250	7.930	7.570	5.778	45.816	-0.308	NaN	0.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	22.230	20.930	14.820	24.180	9.285	8.091	7.567	70.253	0.734	NaN	0.119
