dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Base Local Background (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Tip Local Background (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Base Local Background (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Tip Local Background (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Base Local Background (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Tip Local Background (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Base Local Background (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Tip Local Background (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Base Local Background (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Tip Local Background (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Base Local Background (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Tip Local Background (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Base Local Background (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Tip Local Background (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)	T (18)	dT (18)	Base Mean (18)	Base Local Background (18)	Body Mean (18)	Proj Mean (18)	Tip Mean (18)	Tip Th Mean (18)	Tip Local Background (18)	Length (18)	dL (18)	DCTM (18)	DCBM (18)	T (19)	dT (19)	Base Mean (19)	Base Local Background (19)	Body Mean (19)	Proj Mean (19)	Tip Mean (19)	Tip Th Mean (19)	Tip Local Background (19)	Length (19)	dL (19)	DCTM (19)	DCBM (19)	T (20)	dT (20)	Base Mean (20)	Base Local Background (20)	Body Mean (20)	Proj Mean (20)	Tip Mean (20)	Tip Th Mean (20)	Tip Local Background (20)	Length (20)	dL (20)	DCTM (20)	DCBM (20)
65.000	66.000	65.000	167.783	150.912	358.765	133.423	118.357	123.950	109.361	3.192	-0.038	0.053	0.016	66.000	65.000	163.161	123.802	358.765	131.812	113.242	118.900	105.899	6.406	0.065	-0.000	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	223.621	181.229	358.765	154.474	124.867	138.000	117.653	3.431	0.130	0.000	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	166.840	152.409	358.765	144.146	128.567	137.474	119.907	2.041	-0.073	-0.067	0.002	66.000	65.000	183.452	155.712	358.765	147.418	122.593	126.419	117.681	2.655	-0.222	0.000	0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	163.968	150.569	358.765	137.036	122.040	127.895	113.305	5.668	-0.363	0.029	0.376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	65.000	165.296	130.824	356.894	131.586	122.321	137.333	108.140	8.720	-0.195	-0.064	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	65.000	189.767	168.901	349.609	140.262	126.793	140.500	110.808	8.530	-0.019	-0.041	0.010	111.000	65.000	170.310	138.630	336.131	130.456	117.032	129.375	107.939	8.297	-0.739	-0.056	0.726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	201.931	157.859	356.226	135.789	117.310	135.143	110.544	3.344	0.152	-0.058	-0.145	67.000	66.000	142.516	121.468	356.226	128.190	112.824	121.867	105.718	5.469	-0.937	-0.000	0.993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	220.259	176.667	356.226	151.036	126.000	141.222	116.981	3.320	-0.111	0.000	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	181.931	153.356	356.226	145.741	129.871	145.444	119.107	2.106	0.065	0.000	-0.065	67.000	66.000	184.967	155.684	356.226	143.650	126.031	138.333	117.510	2.525	-0.130	-0.061	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	184.767	158.556	356.226	140.591	123.714	133.133	112.486	6.031	0.363	0.028	-0.352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	66.000	166.241	130.521	356.302	131.383	124.517	133.231	108.459	8.552	-0.168	0.012	0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	66.000	200.533	180.397	347.329	140.018	121.581	135.333	113.846	8.530	0.000	-0.183	-0.183	112.000	66.000	171.250	134.281	341.940	130.854	118.429	126.889	107.507	7.976	-0.322	-0.000	0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	196.462	169.434	356.691	136.229	121.138	134.357	111.510	3.466	0.122	0.030	-0.058	68.000	67.000	145.677	125.093	356.691	131.417	119.857	130.067	107.041	6.264	0.796	-0.009	-0.790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	227.103	179.116	356.691	152.855	126.222	135.562	115.864	3.458	0.138	0.145	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	183.429	152.000	356.691	144.654	128.939	139.812	119.347	2.125	0.019	-0.060	-0.065	68.000	67.000	186.034	151.750	356.691	145.000	127.033	135.550	117.027	2.517	-0.008	0.085	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	185.481	160.493	356.691	138.896	121.500	133.300	113.682	6.031	0.000	-0.058	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	67.000	158.808	131.933	355.457	131.119	120.036	127.312	108.410	8.395	-0.157	0.128	0.279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	67.000	191.594	164.766	343.579	139.313	123.310	129.217	115.154	8.024	-0.506	-0.325	0.183	113.000	67.000	181.815	149.813	341.036	132.430	119.296	122.852	107.714	8.133	0.157	-0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	205.433	165.597	357.230	133.074	118.222	124.722	110.979	3.604	0.138	-0.029	-0.145	69.000	68.000	163.074	132.736	357.230	132.834	118.536	132.833	107.527	7.017	0.753	-0.000	-0.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	236.464	183.773	357.230	154.263	126.667	133.722	115.946	3.366	-0.092	-0.060	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	186.130	151.013	357.230	146.787	129.800	141.769	118.910	1.957	-0.168	0.000	0.122	69.000	68.000	180.962	150.557	357.230	145.959	125.806	131.840	117.757	2.276	-0.241	-0.024	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	187.367	156.039	357.230	139.616	120.296	132.364	113.542	6.058	0.027	0.058	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	68.000	159.577	129.000	356.483	129.429	118.214	129.750	108.699	8.357	-0.038	-0.000	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	68.000	187.091	161.351	343.779	138.241	124.241	152.000	112.327	7.886	-0.138	-0.183	-0.011	114.000	68.000	174.000	148.278	338.889	133.117	118.778	128.538	108.083	8.251	0.119	-0.000	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	196.481	154.325	356.894	134.448	118.607	126.500	108.834	3.612	0.008	0.058	0.028	70.000	69.000	152.172	122.520	356.894	129.721	117.931	138.167	108.412	6.635	-0.382	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	239.571	181.942	356.894	157.363	125.387	139.412	117.709	3.282	-0.084	-0.086	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	184.296	153.582	356.894	148.035	132.097	136.889	120.069	1.892	-0.065	-0.005	0.065	70.000	69.000	189.633	161.136	356.894	145.322	128.567	139.867	119.315	2.322	0.046	-0.091	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	189.724	159.829	356.894	142.563	124.036	139.222	113.419	6.077	0.019	-0.000	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	69.000	160.607	130.261	355.989	130.139	119.333	129.250	107.788	8.173	-0.184	-0.064	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	69.000	196.688	165.817	335.970	141.494	121.630	127.545	110.208	7.905	0.019	0.041	0.009	115.000	69.000	167.077	146.956	339.786	132.257	116.233	125.800	108.140	8.381	0.130	-0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70.000	71.000	70.000	188.037	148.302	356.302	133.487	117.464	125.067	110.248	3.512	-0.100	-0.000	0.115	71.000	70.000	147.276	118.379	356.302	129.206	114.600	122.143	106.662	6.184	-0.452	-0.000	0.460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	220.367	180.115	356.302	152.269	123.258	131.714	118.718	3.179	-0.103	0.059	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	172.778	157.346	356.302	144.106	127.700	138.077	121.152	1.976	0.084	0.008	0.000	71.000	70.000	185.531	165.108	356.302	146.876	126.312	158.000	117.948	2.693	0.371	0.036	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	70.000	181.889	167.310	356.302	139.282	125.714	132.438	115.578	6.031	-0.046	-0.058	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	70.000	161.519	127.105	356.334	129.708	119.750	127.000	107.788	7.886	-0.287	0.064	0.278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	70.000	186.567	162.493	337.289	139.501	121.379	131.000	112.590	7.878	-0.027	-0.183	0.080	116.000	70.000	170.286	150.282	339.832	132.053	114.379	125.077	108.336	8.465	0.084	-0.089	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	204.966	148.183	355.457	137.234	123.536	129.300	110.299	3.493	-0.019	-0.059	-0.059	72.000	71.000	146.300	121.419	355.457	130.295	115.571	119.438	107.208	6.394	0.211	-0.000	-0.277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	225.774	178.346	355.457	156.321	130.258	142.200	118.638	2.957	-0.222	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	189.600	153.923	355.457	146.151	127.600	138.308	119.542	2.125	0.149	0.000	-0.190	72.000	71.000	194.931	160.470	355.457	148.514	128.097	136.211	117.779	2.693	0.000	0.000	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	71.000	182.226	154.794	355.457	138.313	124.778	135.286	114.255	6.085	0.054	-0.000	-0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	71.000	155.259	130.558	357.666	129.956	118.129	128.071	107.145	7.802	-0.084	-0.000	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	71.000	193.172	164.588	344.558	139.300	119.806	127.048	109.500	7.508	-0.371	-0.041	0.010	117.000	71.000	159.360	151.167	344.570	132.669	119.630	130.308	107.799	8.519	0.054	-0.000	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	183.440	150.090	356.483	135.692	121.357	132.688	110.542	3.420	-0.073	-0.000	0.086	73.000	72.000	147.774	125.558	356.483	131.558	115.867	124.062	106.461	6.654	0.260	-0.000	-0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	210.964	179.280	356.483	157.993	128.250	137.176	120.292	2.857	-0.100	-0.060	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	190.429	148.605	356.483	148.132	128.033	138.688	120.340	1.995	-0.130	0.000	0.122	73.000	72.000	196.219	160.063	356.483	147.788	127.000	138.333	119.870	2.609	-0.084	-0.035	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	72.000	183.600	154.000	356.483	138.800	123.963	139.000	114.681	6.085	0.000	-0.000	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	72.000	159.613	128.347	356.100	127.832	124.357	131.474	108.789	7.664	-0.138	-0.000	0.139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	72.000	196.935	165.929	337.360	140.717	120.065	131.071	113.534	7.308	-0.200	-0.285	-0.011	118.000	72.000	164.067	155.465	339.132	133.803	118.034	126.062	107.952	8.814	0.295	-0.056	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	199.621	155.012	355.989	136.496	119.929	129.818	110.041	3.677	0.257	0.058	-0.203	74.000	73.000	147.379	133.500	355.989	128.359	115.733	121.357	107.551	6.857	0.203	-0.000	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	178.630	151.794	355.989	147.956	127.931	139.154	119.479	2.108	-0.750	0.031	0.722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	199.714	154.987	355.989	153.469	131.333	141.238	120.364	2.014	0.019	0.000	-0.074	74.000	73.000	196.538	163.951	355.989	145.781	128.467	136.118	116.819	2.517	-0.092	0.060	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	73.000	187.034	159.309	355.989	139.407	122.222	127.583	112.894	6.222	0.138	-0.000	-0.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	73.000	168.200	128.540	356.674	127.017	118.286	126.000	108.286	7.645	-0.019	0.139	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	73.000	193.100	161.847	338.753	143.091	122.548	135.062	111.331	6.986	-0.322	-0.091	0.325	119.000	73.000	175.741	162.988	346.678	133.144	114.692	118.292	108.329	8.952	0.138	0.057	-0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	185.778	151.392	356.334	134.242	121.107	127.632	109.832	3.601	-0.076	-0.000	0.048	75.000	74.000	151.552	131.551	356.334	129.469	117.033	123.100	105.391	7.182	0.325	-0.000	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	188.967	162.604	356.334	148.000	128.071	138.688	119.181	2.467	0.360	0.030	-0.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	188.148	157.635	356.334	147.519	130.200	138.158	121.177	1.976	-0.038	0.000	0.072	75.000	74.000	194.281	161.181	356.334	145.408	125.143	137.250	118.186	2.655	0.138	0.000	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	74.000	170.233	156.194	356.334	138.718	118.654	122.955	113.646	6.184	-0.038	-0.000	0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	74.000	158.036	127.683	355.672	128.942	120.967	131.929	107.055	7.534	-0.111	0.075	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	74.000	191.581	162.873	339.515	141.340	120.069	129.000	112.048	6.496	-0.490	-0.091	0.284	120.000	74.000	180.133	160.462	338.432	130.666	113.621	132.667	106.327	9.147	0.195	-0.000	-0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
